property_id,location,property_type,bedrooms,bathrooms,area_sqft,price_lakhs,price_per_sqft,year_built,property_age,status,furnishing,parking,city,date_listed,date_sold,days_on_market,listing_month,listing_quarter,listing_year
1546,Koramangala,Plot,1,4,1053,81.43,7733.39,2012,12,Sold,Furnished,0,Bangalore,2022-12-23,2023-01-09,17.0,12,4,2022
1547,Sarjapur Road,Apartment,3,2,2011,142.25,7073.47,2022,2,Sold,Furnished,0,Bangalore,2023-02-11,2023-06-16,125.0,2,1,2023
1548,Bannerghatta Road,Plot,3,3,2408,130.05,5400.84,2015,9,Sold,Furnished,2,Bangalore,2023-03-05,2023-05-31,87.0,3,1,2023
1549,Hebbal,Apartment,2,2,1209,84.7,7006.03,2012,12,Available,Semi-Furnished,1,Bangalore,2022-07-22,,,7,3,2022
1550,Jayanagar,Apartment,3,2,511,39.0,7631.7,2020,4,Available,Furnished,1,Bangalore,2022-06-29,,,6,2,2022
1551,Electronic City,Apartment,2,1,2988,172.87,5785.48,2022,2,Sold,Furnished,1,Bangalore,2023-04-13,2023-09-03,143.0,4,2,2023
1552,Marathahalli,Apartment,5,3,2281,146.97,6443.11,2018,6,Sold,Semi-Furnished,1,Bangalore,2022-08-07,2022-11-29,114.0,8,3,2022
1553,Bannerghatta Road,Apartment,3,1,1746,96.31,5515.87,2017,7,Sold,Unfurnished,0,Bangalore,2023-03-05,2023-04-29,55.0,3,1,2023
1554,Yelahanka,Apartment,3,2,2307,120.65,5229.54,2001,23,Sold,Semi-Furnished,0,Bangalore,2022-11-08,2023-01-07,60.0,11,4,2022
1555,Sarjapur Road,Independent House,4,1,2631,182.91,6952.18,2000,24,Sold,Unfurnished,0,Bangalore,2022-10-20,2022-12-17,58.0,10,4,2022
1556,Koramangala,Apartment,2,3,2809,261.42,9306.52,2003,21,Available,Semi-Furnished,1,Bangalore,2023-03-19,,,3,1,2023
1557,Electronic City,Apartment,3,1,3387,173.31,5116.86,2012,12,Sold,Unfurnished,1,Bangalore,2022-02-01,2022-05-24,112.0,2,1,2022
1558,Sarjapur Road,Villa,4,3,1936,123.54,6381.31,2014,10,Available,Furnished,1,Bangalore,2022-07-04,,,7,3,2022
1559,BTM Layout,Apartment,4,4,1942,99.87,5142.8,2003,21,Sold,Furnished,1,Bangalore,2022-09-20,2022-10-21,31.0,9,3,2022
1560,Electronic City,Apartment,2,2,1697,87.9,5179.72,2014,10,Available,Furnished,1,Bangalore,2022-12-14,,,12,4,2022
1561,Yelahanka,Apartment,3,3,1570,101.44,6461.15,2010,14,Sold,Unfurnished,1,Bangalore,2022-01-28,2022-05-08,100.0,1,1,2022
1562,Whitefield,Villa,3,2,3384,223.12,6593.51,2001,23,Sold,Furnished,2,Bangalore,2022-04-21,2022-06-26,66.0,4,2,2022
1563,Marathahalli,Apartment,3,3,1901,116.99,6153.88,2009,15,Available,Semi-Furnished,1,Bangalore,2023-08-06,,,8,3,2023
1564,Marathahalli,Apartment,3,1,2787,149.98,5381.43,2008,16,Sold,Furnished,0,Bangalore,2022-04-02,2022-07-08,97.0,4,2,2022
1565,HSR Layout,Villa,5,2,1500,101.45,6763.35,2012,12,Sold,Unfurnished,1,Bangalore,2022-03-03,2022-03-25,22.0,3,1,2022
1566,Koramangala,Plot,2,4,2351,219.91,9353.86,2009,15,Sold,Furnished,2,Bangalore,2023-02-16,2023-06-20,124.0,2,1,2023
1567,Yelahanka,Apartment,1,1,3588,193.86,5403.01,2006,18,Sold,Semi-Furnished,2,Bangalore,2023-05-03,2023-08-16,105.0,5,2,2023
1568,Yelahanka,Independent House,3,4,2113,111.13,5259.38,2013,11,Sold,Furnished,0,Bangalore,2022-07-12,2022-11-09,120.0,7,3,2022
1569,HSR Layout,Independent House,3,2,1422,87.79,6174.03,2007,17,Sold,Unfurnished,1,Bangalore,2023-02-11,2023-04-09,57.0,2,1,2023
1570,Whitefield,Apartment,2,3,3111,177.27,5698.06,2018,6,Sold,Semi-Furnished,1,Bangalore,2022-11-08,2023-03-06,118.0,11,4,2022
1571,Indiranagar,Apartment,4,1,1672,144.56,8645.8,2024,0,Sold,Unfurnished,1,Bangalore,2023-04-09,2023-09-15,159.0,4,2,2023
1572,Marathahalli,Apartment,3,2,1796,103.88,5783.79,2013,11,Sold,Semi-Furnished,1,Bangalore,2023-10-21,2024-03-07,138.0,10,4,2023
1573,Hebbal,Villa,2,4,2165,152.3,7034.73,2024,0,Sold,Unfurnished,0,Bangalore,2023-11-19,2023-12-09,20.0,11,4,2023
1574,HSR Layout,Plot,2,4,2611,195.47,7486.4,2002,22,Sold,Semi-Furnished,1,Bangalore,2022-03-14,2022-06-20,98.0,3,1,2022
1575,Sarjapur Road,Villa,2,3,2096,145.45,6939.49,2004,20,Available,Unfurnished,0,Bangalore,2022-07-01,,,7,3,2022
1576,Hebbal,Apartment,3,2,3496,230.68,6598.4,2005,19,Sold,Unfurnished,1,Bangalore,2023-06-27,2023-07-23,26.0,6,2,2023
1577,Indiranagar,Apartment,3,2,2168,186.44,8599.66,2010,14,Available,Furnished,2,Bangalore,2023-12-16,,,12,4,2023
1578,Indiranagar,Apartment,3,3,3165,280.72,8869.39,2001,23,Sold,Semi-Furnished,0,Bangalore,2022-06-03,2022-09-27,116.0,6,2,2022
1579,Yelahanka,Apartment,4,3,1640,86.62,5281.78,2018,6,Sold,Furnished,1,Bangalore,2023-06-12,2023-11-15,156.0,6,2,2023
1580,Yelahanka,Villa,4,3,935,49.96,5343.6,2007,17,Available,Semi-Furnished,2,Bangalore,2022-08-10,,,8,3,2022
1581,Electronic City,Independent House,3,3,885,49.59,5603.89,2014,10,Sold,Semi-Furnished,1,Bangalore,2022-09-18,2023-03-08,171.0,9,3,2022
1582,Sarjapur Road,Apartment,3,2,1798,118.9,6612.87,2021,3,Under Negotiation,Furnished,0,Bangalore,2023-04-21,,,4,2,2023
1583,Yelahanka,Apartment,2,2,3651,194.43,5325.31,2017,7,Sold,Semi-Furnished,1,Bangalore,2023-06-06,2023-08-28,83.0,6,2,2023
1584,Jayanagar,Apartment,4,2,3457,231.75,6703.67,2003,21,Sold,Semi-Furnished,1,Bangalore,2022-05-28,2022-08-01,65.0,5,2,2022
1585,Indiranagar,Villa,2,3,688,57.6,8372.67,2012,12,Sold,Unfurnished,1,Bangalore,2022-02-02,2022-06-01,119.0,2,1,2022
1586,Koramangala,Apartment,2,4,2626,207.35,7895.93,2008,16,Sold,Unfurnished,1,Bangalore,2022-10-24,2023-02-23,122.0,10,4,2022
1587,Hebbal,Apartment,4,2,3902,272.3,6978.6,2012,12,Available,Furnished,2,Bangalore,2022-08-24,,,8,3,2022
1588,Whitefield,Apartment,1,2,2306,151.33,6562.42,2015,9,Under Negotiation,Unfurnished,0,Bangalore,2023-10-22,,,10,4,2023
1589,Koramangala,Apartment,4,3,2774,238.93,8613.25,2018,6,Sold,Furnished,1,Bangalore,2022-05-08,2022-06-23,46.0,5,2,2022
1590,Hebbal,Apartment,3,3,2071,123.43,5959.82,2012,12,Available,Unfurnished,1,Bangalore,2023-11-20,,,11,4,2023
1591,Whitefield,Villa,1,4,1410,85.34,6052.36,2010,14,Under Negotiation,Furnished,1,Bangalore,2022-04-02,,,4,2,2022
1592,Yelahanka,Independent House,4,2,3517,201.89,5740.48,2009,15,Sold,Unfurnished,1,Bangalore,2022-10-03,2023-02-21,141.0,10,4,2022
1593,Sarjapur Road,Independent House,2,1,2545,190.47,7484.2,2005,19,Available,Furnished,1,Bangalore,2023-04-12,,,4,2,2023
1594,Koramangala,Villa,3,2,1505,136.23,9052.11,2019,5,Sold,Unfurnished,1,Bangalore,2023-07-27,2023-11-13,109.0,7,3,2023
1595,BTM Layout,Independent House,2,2,1932,104.62,5414.9,2004,20,Available,Furnished,1,Bangalore,2023-09-09,,,9,3,2023
1596,Hebbal,Apartment,4,3,3654,236.5,6472.45,2006,18,Sold,Semi-Furnished,0,Bangalore,2023-10-01,2024-03-22,173.0,10,4,2023
1597,Sarjapur Road,Independent House,3,3,886,66.55,7511.3,2017,7,Sold,Semi-Furnished,1,Bangalore,2023-05-02,2023-05-26,24.0,5,2,2023
1598,Jayanagar,Independent House,3,4,2560,153.94,6013.38,2014,10,Available,Furnished,1,Bangalore,2022-12-07,,,12,4,2022
1599,Jayanagar,Villa,2,2,697,46.88,6725.52,2006,18,Sold,Furnished,0,Bangalore,2023-11-15,2023-12-11,26.0,11,4,2023
1600,Electronic City,Apartment,2,2,2719,136.22,5009.95,2019,5,Sold,Unfurnished,2,Bangalore,2022-07-08,2022-11-19,134.0,7,3,2022
1601,Yelahanka,Apartment,3,1,820,41.6,5073.08,2021,3,Sold,Furnished,0,Bangalore,2023-06-29,2023-07-18,19.0,6,2,2023
1602,Whitefield,Apartment,3,2,2004,122.41,6108.17,2022,2,Sold,Semi-Furnished,0,Bangalore,2022-12-14,2023-05-02,139.0,12,4,2022
1603,Electronic City,Apartment,3,2,552,28.53,5168.95,2020,4,Sold,Furnished,1,Bangalore,2023-03-04,2023-06-09,97.0,3,1,2023
1604,Whitefield,Apartment,2,2,2967,224.97,7582.37,2018,6,Sold,Furnished,2,Bangalore,2022-07-26,2022-08-18,23.0,7,3,2022
1605,Hebbal,Apartment,3,3,1030,55.94,5430.62,2022,2,Available,Unfurnished,1,Bangalore,2023-10-17,,,10,4,2023
1606,Indiranagar,Apartment,5,2,3640,318.42,8747.89,2018,6,Under Negotiation,Furnished,2,Bangalore,2022-01-31,,,1,1,2022
1607,Electronic City,Apartment,2,2,911,54.52,5984.38,2009,15,Available,Semi-Furnished,1,Bangalore,2022-05-20,,,5,2,2022
1608,Yelahanka,Apartment,4,2,2947,161.48,5479.52,2012,12,Sold,Unfurnished,1,Bangalore,2022-03-01,2022-04-05,35.0,3,1,2022
1609,Sarjapur Road,Villa,4,2,3245,202.86,6251.47,2013,11,Available,Unfurnished,1,Bangalore,2023-12-03,,,12,4,2023
1610,Electronic City,Villa,2,2,2637,126.01,4778.57,2023,1,Sold,Unfurnished,0,Bangalore,2022-01-30,2022-06-21,142.0,1,1,2022
1611,Jayanagar,Villa,2,1,2022,149.54,7395.82,2021,3,Available,Unfurnished,0,Bangalore,2022-02-16,,,2,1,2022
1612,Whitefield,Apartment,3,1,3472,217.1,6253.01,2017,7,Available,Unfurnished,1,Bangalore,2023-11-15,,,11,4,2023
1613,Indiranagar,Plot,2,2,2482,221.75,8934.3,2016,8,Sold,Semi-Furnished,0,Bangalore,2022-12-10,2023-03-10,90.0,12,4,2022
1614,Marathahalli,Villa,3,2,766,43.91,5731.94,2021,3,Sold,Furnished,1,Bangalore,2023-04-29,2023-08-11,104.0,4,2,2023
1615,BTM Layout,Apartment,2,2,2093,119.99,5732.94,2021,3,Available,Unfurnished,2,Bangalore,2022-05-12,,,5,2,2022
1616,Jayanagar,Villa,2,2,3304,236.25,7150.4,2010,14,Available,Furnished,1,Bangalore,2022-09-18,,,9,3,2022
1617,Koramangala,Plot,4,4,1102,82.61,7496.7,2023,1,Sold,Furnished,1,Bangalore,2022-12-04,2023-05-29,176.0,12,4,2022
1618,Hebbal,Apartment,4,2,675,41.6,6162.33,2020,4,Sold,Unfurnished,1,Bangalore,2023-01-13,2023-04-27,104.0,1,1,2023
1619,Hebbal,Independent House,2,2,3771,223.2,5918.94,2018,6,Sold,Semi-Furnished,1,Bangalore,2023-03-25,2023-05-07,43.0,3,1,2023
1620,Sarjapur Road,Villa,1,2,3838,281.75,7341.02,2021,3,Sold,Furnished,1,Bangalore,2023-06-24,2023-08-15,52.0,6,2,2023
1621,Sarjapur Road,Independent House,2,2,2201,123.52,5612.15,2016,8,Under Negotiation,Unfurnished,1,Bangalore,2023-01-18,,,1,1,2023
1622,Jayanagar,Apartment,2,3,3128,199.7,6384.35,2018,6,Available,Semi-Furnished,1,Bangalore,2022-02-05,,,2,1,2022
1623,Hebbal,Apartment,2,2,1955,108.89,5570.01,2006,18,Sold,Furnished,1,Bangalore,2022-09-04,2023-02-20,169.0,9,3,2022
1624,Hebbal,Apartment,2,3,2789,182.76,6552.75,2013,11,Sold,Unfurnished,2,Bangalore,2022-10-15,2023-04-01,168.0,10,4,2022
1625,Marathahalli,Independent House,2,2,3401,229.09,6736.04,2018,6,Sold,Furnished,1,Bangalore,2023-10-25,2024-01-11,78.0,10,4,2023
1626,Yelahanka,Plot,2,2,1655,80.84,4884.51,2013,11,Sold,Semi-Furnished,0,Bangalore,2023-10-22,2024-02-02,103.0,10,4,2023
1627,Marathahalli,Independent House,5,2,3146,224.65,7140.74,2007,17,Sold,Semi-Furnished,2,Bangalore,2023-10-20,2023-12-08,49.0,10,4,2023
1628,Koramangala,Villa,2,2,2139,153.75,7188.13,2001,23,Available,Furnished,1,Bangalore,2023-09-02,,,9,3,2023
1629,Whitefield,Villa,2,3,3265,242.88,7438.9,2013,11,Available,Furnished,1,Bangalore,2022-05-25,,,5,2,2022
1630,Bannerghatta Road,Villa,2,1,3922,261.55,6668.91,2015,9,Sold,Furnished,1,Bangalore,2022-07-31,2022-12-21,143.0,7,3,2022
1631,Sarjapur Road,Independent House,2,1,1833,124.52,6793.31,2004,20,Sold,Furnished,1,Bangalore,2023-04-01,2023-07-03,93.0,4,2,2023
1632,Sarjapur Road,Independent House,3,2,3818,232.64,6093.31,2009,15,Sold,Unfurnished,1,Bangalore,2022-02-07,2022-08-01,175.0,2,1,2022
1633,Koramangala,Apartment,4,4,1305,107.98,8274.31,2009,15,Available,Semi-Furnished,2,Bangalore,2022-02-15,,,2,1,2022
1634,Indiranagar,Apartment,2,1,3502,270.88,7734.95,2016,8,Sold,Furnished,1,Bangalore,2022-11-13,2023-05-05,173.0,11,4,2022
1635,Whitefield,Apartment,2,3,3312,203.46,6143.04,2021,3,Available,Furnished,1,Bangalore,2023-01-16,,,1,1,2023
1636,BTM Layout,Apartment,3,3,1209,81.03,6701.93,2003,21,Available,Semi-Furnished,1,Bangalore,2022-10-24,,,10,4,2022
1637,HSR Layout,Apartment,3,1,2625,193.57,7373.92,2008,16,Available,Furnished,1,Bangalore,2023-01-13,,,1,1,2023
1638,Bannerghatta Road,Apartment,3,2,807,50.94,6312.68,2005,19,Available,Semi-Furnished,0,Bangalore,2022-11-20,,,11,4,2022
1639,Jayanagar,Apartment,2,3,1760,118.75,6747.3,2017,7,Under Negotiation,Semi-Furnished,2,Bangalore,2023-03-08,,,3,1,2023
1640,HSR Layout,Independent House,1,1,3960,302.69,7643.57,2001,23,Under Negotiation,Semi-Furnished,1,Bangalore,2022-07-18,,,7,3,2022
1641,Yelahanka,Plot,2,3,1341,67.28,5017.19,2022,2,Sold,Semi-Furnished,2,Bangalore,2023-06-24,2023-07-22,28.0,6,2,2023
1642,Bannerghatta Road,Independent House,4,2,2831,179.2,6330.01,2024,0,Sold,Furnished,2,Bangalore,2022-11-29,2023-02-06,69.0,11,4,2022
1643,Marathahalli,Apartment,4,1,1462,95.14,6507.65,2008,16,Sold,Unfurnished,0,Bangalore,2023-08-06,2024-01-23,170.0,8,3,2023
1644,Electronic City,Villa,2,2,2562,145.64,5684.47,2013,11,Sold,Semi-Furnished,2,Bangalore,2023-04-20,2023-09-19,152.0,4,2,2023
1645,HSR Layout,Apartment,4,2,3749,233.76,6235.21,2020,4,Available,Semi-Furnished,1,Bangalore,2022-06-10,,,6,2,2022
1646,Whitefield,Apartment,5,2,3934,286.17,7274.26,2019,5,Available,Furnished,1,Bangalore,2022-06-23,,,6,2,2022
1647,Electronic City,Apartment,2,2,1182,68.42,5788.86,2022,2,Sold,Unfurnished,1,Bangalore,2023-01-15,2023-04-06,81.0,1,1,2023
1648,Hebbal,Plot,3,4,3565,238.92,6701.7,2003,21,Available,Semi-Furnished,2,Bangalore,2023-12-23,,,12,4,2023
1649,Marathahalli,Apartment,2,2,2467,168.62,6835.06,2016,8,Sold,Furnished,0,Bangalore,2023-11-22,2023-12-10,18.0,11,4,2023
1650,Bannerghatta Road,Apartment,3,3,3597,212.62,5911.12,2024,0,Sold,Unfurnished,1,Bangalore,2023-03-10,2023-08-24,167.0,3,1,2023
1651,Jayanagar,Independent House,3,4,1706,118.58,6950.89,2006,18,Available,Semi-Furnished,1,Bangalore,2022-02-06,,,2,1,2022
1652,Whitefield,Apartment,3,2,1672,95.34,5702.06,2024,0,Sold,Furnished,0,Bangalore,2022-10-26,2023-02-10,107.0,10,4,2022
1653,Marathahalli,Apartment,3,1,2632,155.2,5896.79,2013,11,Sold,Semi-Furnished,0,Bangalore,2023-10-05,2024-03-25,172.0,10,4,2023
1654,Indiranagar,Apartment,4,2,873,67.65,7748.77,2013,11,Sold,Semi-Furnished,0,Bangalore,2022-03-10,2022-09-03,177.0,3,1,2022
1655,Whitefield,Villa,2,1,2839,186.22,6559.49,2023,1,Sold,Unfurnished,1,Bangalore,2023-08-04,2023-12-12,130.0,8,3,2023
1656,HSR Layout,Apartment,2,3,825,51.47,6238.34,2022,2,Under Negotiation,Furnished,1,Bangalore,2022-10-10,,,10,4,2022
1657,HSR Layout,Plot,2,1,1782,139.81,7845.76,2020,4,Available,Unfurnished,2,Bangalore,2022-03-27,,,3,1,2022
1658,BTM Layout,Independent House,2,2,3539,183.67,5189.86,2022,2,Sold,Furnished,0,Bangalore,2023-07-12,2023-12-11,152.0,7,3,2023
1659,Hebbal,Apartment,3,2,3075,205.3,6676.45,2017,7,Sold,Furnished,0,Bangalore,2023-12-03,2024-04-20,139.0,12,4,2023
1660,Bannerghatta Road,Villa,3,3,1396,77.97,5585.21,2007,17,Available,Semi-Furnished,1,Bangalore,2023-09-15,,,9,3,2023
1661,Hebbal,Apartment,2,1,1902,108.14,5685.74,2024,0,Sold,Semi-Furnished,0,Bangalore,2023-05-16,2023-07-19,64.0,5,2,2023
1662,Koramangala,Independent House,2,2,2783,201.76,7249.86,2020,4,Available,Unfurnished,1,Bangalore,2023-09-06,,,9,3,2023
1663,Indiranagar,Villa,5,1,2305,180.92,7849.21,2016,8,Available,Unfurnished,2,Bangalore,2022-01-14,,,1,1,2022
1664,Electronic City,Apartment,3,2,1100,55.52,5047.21,2001,23,Available,Furnished,1,Bangalore,2022-12-24,,,12,4,2022
1665,Marathahalli,Plot,1,2,1933,135.85,7027.88,2024,0,Sold,Furnished,2,Bangalore,2022-01-29,2022-03-15,45.0,1,1,2022
1666,Indiranagar,Independent House,4,1,2335,169.18,7245.58,2002,22,Sold,Furnished,1,Bangalore,2023-09-02,2024-02-04,155.0,9,3,2023
1667,Bannerghatta Road,Villa,1,2,789,45.69,5791.09,2003,21,Sold,Semi-Furnished,1,Bangalore,2023-12-18,2024-04-07,111.0,12,4,2023
1668,Yelahanka,Apartment,3,2,2487,144.83,5823.37,2011,13,Sold,Unfurnished,1,Bangalore,2022-06-30,2022-08-10,41.0,6,2,2022
1669,Sarjapur Road,Apartment,2,3,2503,154.02,6153.42,2020,4,Available,Unfurnished,2,Bangalore,2022-04-26,,,4,2,2022
1670,Yelahanka,Villa,2,2,2340,119.87,5122.49,2000,24,Sold,Unfurnished,0,Bangalore,2022-01-15,2022-03-20,64.0,1,1,2022
1671,Hebbal,Apartment,2,2,1312,91.77,6994.85,2003,21,Available,Semi-Furnished,2,Bangalore,2022-11-06,,,11,4,2022
1672,Electronic City,Independent House,3,1,2910,164.79,5662.72,2012,12,Available,Semi-Furnished,1,Bangalore,2022-10-01,,,10,4,2022
1673,Bannerghatta Road,Independent House,5,2,1347,89.77,6664.13,2014,10,Under Negotiation,Furnished,0,Bangalore,2023-06-01,,,6,2,2023
1674,HSR Layout,Apartment,4,3,2865,216.59,7559.72,2012,12,Sold,Unfurnished,1,Bangalore,2023-10-26,2024-02-25,122.0,10,4,2023
1675,Koramangala,Villa,3,2,2876,247.92,8620.18,2012,12,Available,Unfurnished,1,Bangalore,2023-06-07,,,6,2,2023
1676,Marathahalli,Villa,5,3,1873,104.36,5571.95,2007,17,Sold,Unfurnished,2,Bangalore,2022-10-12,2023-04-07,177.0,10,4,2022
1677,HSR Layout,Independent House,2,3,2207,151.41,6860.6,2015,9,Sold,Unfurnished,1,Bangalore,2023-11-02,2024-02-24,114.0,11,4,2023
1678,HSR Layout,Villa,2,3,3144,203.6,6475.84,2012,12,Sold,Furnished,2,Bangalore,2023-11-10,2024-01-21,72.0,11,4,2023
1679,Whitefield,Apartment,5,3,2189,130.29,5951.86,2006,18,Sold,Unfurnished,0,Bangalore,2022-03-15,2022-09-05,174.0,3,1,2022
1680,Koramangala,Independent House,3,4,2843,272.74,9593.29,2018,6,Under Negotiation,Unfurnished,1,Bangalore,2023-04-24,,,4,2,2023
1681,Marathahalli,Independent House,3,2,2817,151.64,5383.03,2010,14,Available,Unfurnished,2,Bangalore,2023-06-28,,,6,2,2023
1682,Koramangala,Plot,2,1,3850,320.89,8334.88,2001,23,Available,Unfurnished,1,Bangalore,2023-07-24,,,7,3,2023
1683,BTM Layout,Apartment,2,1,898,45.9,5110.95,2016,8,Sold,Furnished,1,Bangalore,2023-10-09,2023-12-08,60.0,10,4,2023
1684,Sarjapur Road,Plot,5,4,3677,210.96,5737.36,2001,23,Sold,Semi-Furnished,1,Bangalore,2023-10-11,2023-11-11,31.0,10,4,2023
1685,Jayanagar,Apartment,1,3,1999,145.43,7275.03,2006,18,Sold,Furnished,2,Bangalore,2023-11-15,2024-01-07,53.0,11,4,2023
1686,Indiranagar,Plot,3,2,3544,261.5,7378.66,2023,1,Sold,Unfurnished,1,Bangalore,2022-10-31,2023-01-15,76.0,10,4,2022
1687,Marathahalli,Apartment,2,1,2354,140.21,5956.23,2011,13,Sold,Unfurnished,1,Bangalore,2023-01-23,2023-06-27,155.0,1,1,2023
1688,Marathahalli,Apartment,2,3,2858,190.1,6651.68,2023,1,Sold,Unfurnished,2,Bangalore,2022-09-26,2023-02-13,140.0,9,3,2022
1689,Sarjapur Road,Apartment,3,2,2194,133.49,6084.43,2009,15,Sold,Furnished,0,Bangalore,2023-05-16,2023-10-03,140.0,5,2,2023
1690,HSR Layout,Apartment,2,1,3585,220.93,6162.62,2011,13,Sold,Furnished,1,Bangalore,2022-04-20,2022-10-14,177.0,4,2,2022
1691,Jayanagar,Plot,4,3,807,57.17,7084.47,2001,23,Sold,Furnished,0,Bangalore,2022-07-06,2022-10-16,102.0,7,3,2022
1692,Bannerghatta Road,Independent House,2,2,1853,115.27,6220.67,2016,8,Sold,Furnished,1,Bangalore,2023-01-30,2023-07-08,159.0,1,1,2023
1693,Bannerghatta Road,Apartment,1,3,3656,224.15,6131.15,2008,16,Available,Furnished,0,Bangalore,2022-09-03,,,9,3,2022
1694,Jayanagar,Apartment,5,3,3516,267.19,7599.12,2006,18,Sold,Furnished,1,Bangalore,2023-06-09,2023-10-19,132.0,6,2,2023
1695,Hebbal,Apartment,4,2,3601,209.33,5813.0,2021,3,Sold,Unfurnished,0,Bangalore,2023-02-03,2023-05-18,104.0,2,1,2023
1696,Indiranagar,Apartment,2,4,1767,156.92,8880.38,2004,20,Available,Furnished,2,Bangalore,2022-06-03,,,6,2,2022
1697,Whitefield,Independent House,2,2,3978,278.73,7006.76,2010,14,Under Negotiation,Unfurnished,1,Bangalore,2022-01-16,,,1,1,2022
1698,Jayanagar,Independent House,2,1,3055,210.95,6904.96,2001,23,Sold,Semi-Furnished,1,Bangalore,2022-09-11,2023-02-01,143.0,9,3,2022
1699,Bannerghatta Road,Apartment,4,2,1503,93.52,6222.31,2011,13,Available,Semi-Furnished,1,Bangalore,2022-02-08,,,2,1,2022
1700,Sarjapur Road,Apartment,3,1,3031,186.71,6159.97,2016,8,Under Negotiation,Unfurnished,0,Bangalore,2023-12-03,,,12,4,2023
1701,Marathahalli,Villa,3,2,2991,172.18,5756.46,2000,24,Sold,Furnished,1,Bangalore,2023-02-23,2023-05-21,87.0,2,1,2023
1702,Indiranagar,Independent House,2,2,709,55.97,7893.64,2023,1,Available,Furnished,1,Bangalore,2023-09-19,,,9,3,2023
1703,Hebbal,Independent House,2,3,2123,137.21,6462.99,2017,7,Sold,Unfurnished,0,Bangalore,2022-09-30,2023-02-10,133.0,9,3,2022
1704,Whitefield,Apartment,4,1,1684,115.62,6865.7,2020,4,Sold,Furnished,1,Bangalore,2022-08-22,2023-01-02,133.0,8,3,2022
1705,Indiranagar,Villa,2,1,1213,91.24,7521.6,2016,8,Available,Unfurnished,1,Bangalore,2022-09-14,,,9,3,2022
1706,BTM Layout,Apartment,3,2,1073,69.66,6491.9,2000,24,Sold,Unfurnished,2,Bangalore,2022-04-10,2022-06-02,53.0,4,2,2022
1707,Hebbal,Independent House,2,2,2107,130.9,6212.78,2009,15,Available,Unfurnished,1,Bangalore,2022-07-09,,,7,3,2022
1708,Koramangala,Independent House,2,4,1329,115.43,8685.74,2010,14,Under Negotiation,Unfurnished,1,Bangalore,2023-08-03,,,8,3,2023
1709,Yelahanka,Apartment,2,1,1502,87.86,5849.38,2009,15,Available,Semi-Furnished,0,Bangalore,2023-10-14,,,10,4,2023
1710,Whitefield,Plot,2,2,3916,252.51,6448.21,2016,8,Available,Unfurnished,1,Bangalore,2022-05-15,,,5,2,2022
1711,Hebbal,Apartment,4,2,2242,136.03,6067.19,2001,23,Sold,Semi-Furnished,0,Bangalore,2022-05-11,2022-06-08,28.0,5,2,2022
1712,Bannerghatta Road,Plot,3,2,2281,119.42,5235.29,2004,20,Sold,Furnished,0,Bangalore,2022-11-15,2023-03-29,134.0,11,4,2022
1713,Yelahanka,Villa,3,1,2418,153.96,6367.44,2022,2,Sold,Furnished,1,Bangalore,2023-09-19,2023-11-30,72.0,9,3,2023
1714,Jayanagar,Apartment,3,3,2068,131.28,6348.13,2022,2,Sold,Semi-Furnished,1,Bangalore,2023-11-20,2023-12-26,36.0,11,4,2023
1715,Koramangala,Independent House,4,4,2712,247.8,9137.1,2004,20,Sold,Unfurnished,1,Bangalore,2023-08-28,2023-09-16,19.0,8,3,2023
1716,Bannerghatta Road,Independent House,4,3,1148,64.02,5576.58,2001,23,Available,Unfurnished,1,Bangalore,2023-05-30,,,5,2,2023
1717,Indiranagar,Independent House,3,2,3109,226.82,7295.6,2014,10,Available,Semi-Furnished,1,Bangalore,2022-12-04,,,12,4,2022
1718,Koramangala,Apartment,3,2,3451,266.37,7718.56,2016,8,Sold,Unfurnished,1,Bangalore,2022-04-25,2022-08-17,114.0,4,2,2022
1719,Jayanagar,Apartment,3,4,1345,81.75,6077.86,2013,11,Available,Furnished,2,Bangalore,2023-04-29,,,4,2,2023
1720,Yelahanka,Apartment,4,2,628,38.79,6176.33,2006,18,Sold,Unfurnished,1,Bangalore,2023-09-07,2023-10-12,35.0,9,3,2023
1721,Koramangala,Villa,2,2,1738,157.53,9063.74,2022,2,Available,Unfurnished,1,Bangalore,2023-01-10,,,1,1,2023
1722,HSR Layout,Plot,2,1,1413,88.85,6287.77,2014,10,Available,Furnished,2,Bangalore,2022-04-05,,,4,2,2022
1723,HSR Layout,Apartment,1,3,2618,172.44,6586.53,2023,1,Available,Unfurnished,1,Bangalore,2023-02-23,,,2,1,2023
1724,HSR Layout,Villa,5,2,3763,302.46,8037.87,2009,15,Available,Furnished,1,Bangalore,2022-07-21,,,7,3,2022
1725,Marathahalli,Villa,4,2,3789,230.32,6078.71,2014,10,Sold,Semi-Furnished,0,Bangalore,2022-06-01,2022-09-14,105.0,6,2,2022
1726,Sarjapur Road,Apartment,5,3,691,49.99,7233.9,2008,16,Sold,Unfurnished,0,Bangalore,2023-06-03,2023-11-14,164.0,6,2,2023
1727,Jayanagar,Apartment,1,2,2621,201.74,7697.17,2004,20,Under Negotiation,Unfurnished,2,Bangalore,2022-10-05,,,10,4,2022
1728,BTM Layout,Villa,1,2,2566,176.39,6874.14,2022,2,Under Negotiation,Furnished,1,Bangalore,2022-12-04,,,12,4,2022
